Name,Phone,Rating,Address,Street.Address,City,Categories,Review.Count,Latitude,Longitude,Reviews,source,Authenticity,Restaurant,chain,Bubble Tea_ind,Coffee & Tea_ind,Juice Bars & Smoothies_ind,Taiwanese_ind,Tea Rooms_ind,Desserts_ind,Ice Cream & Frozen Yogurt_ind,Shaved Ice_ind,Donuts_ind,Asian Fusion_ind,Vietnamese_ind,Cafes_ind,Bakeries_ind,Ramen_ind,Arcades_ind,Chicken Wings_ind,Sandwiches_ind,Japanese_ind,Waffles_ind,Sushi Bars_ind,Custom Cakes_ind,Dim Sum_ind,Hong Kong Style Cafe_ind,Creperies_ind,Chinese_ind,International Grocery_ind
Moge Tee - Durham,19844390799,4,"760 Ninth Street, Durham, NC 27705",760 Ninth Street,Durham,Bubble Tea,93,36.009724,-78.921763,"['Taro bubble tea flavor was mild and less sweet compared to the taro bubble tea at other boba shops. I enjoyed the authentic taste of the pureed taro too. I...', '""Boba Tea on Ninth Street in Durham""\n\nCame here on a Saturday afternoon -- it\'s basically directly across Ninth Street from Juju and Panera. It was...', ""I like Moge Tee a lot, mainly because they have tofu pudding drinks, which are hard to come by (even my favorite boba place otherwise, Boba Baba, doesn't...""]",raleigh_boba,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boba Brew,19195383041,2.5,"411 W Morgan St, Raleigh, NC 27603",411 W Morgan St,Raleigh,"Bubble Tea, Juice Bars & Smoothies",38,35.77945,-78.64568,"[""I never really had boba tea and I'm so glad I tried it! Shoutout to the barista for suggesting I should!! I'm\nHooked! I appreciated they were happy to add..."", '3.5 / 4.0 - My friend and I came to Morgan Street Food Hall for lunch and I decided to get a boba tea afterwards. It was good for satisfying my boba tea...', 'This bubble tea stand had a really nice boba barista , so I decided to try a mango double bubble tea and it hit the spot! Perfect for after a big meal and...']",raleigh_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kung Fu Tea - Cary,19196501522,4,"966 High House Rd, Ste 124, Cary, NC 27513",966 High House Rd,Cary,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",252,35.7888087,-78.8266815,"[""Delicious always!!\n\nTried Rosehip Milk Tea & Coconut Milk Tea with bobba.\nThe combination of tea & flavored milk is awesome. It's a must try if you are a..."", '3.5 rounded up to a 4\n\nGreat drinks, especially my Strawberry Lemon Green Tea!!! So delicious! A no-frills place to pick up boba. Not a lot of space to dine...', ""After having ramen next door I wanted a nice ice coffee and I was tempted to get boba because I love boba but they didn't have honeydew or else I would...""]",raleigh_boba,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Frozy,19194014210,4,"5324 New Hope Commons Dr, Ste 2A, Durham, NC 27707",5324 New Hope Commons Dr,Durham,"Juice Bars & Smoothies, Bubble Tea, Ice Cream & Frozen Yogurt",87,35.95520699,-78.99387256,"['The boba tea pearls are fresh. and the best Ive definitely ever had; flavor wise, option variety wise, and quality wise. The service is friendly and speedy...', 'Stopped in for the first time today.  Clean, pleasant people, and the smoothie is delicious!!! Definitely coming back.  Got the kalicious - kale pineapple...', ""Boba milk tea here didn't taste like tea. You can tell they used ab instant powder \n\nThe boba were a bit on the harder side.""]",raleigh_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bapu Tea House,NA,4.5,"1125 W NC-54, Ste 3, Durham, NC 27707",1125 W NC-54,Durham,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",4,35.91777361,-78.9586484,"['Open for only a few weeks, Bapu Tea House is sparkling clean and staff is eager to please. Tried that brown sugar ice milk tea today. Nice flavor without...', ""Excellent new bubble tea house. At time of writing they've only been open a week and a half. Had their Mango milk bubble tea and oolong milk bubble tea...."", 'Visited Bapu on a whim after spotting the grand opening banner, and it was a great surprise! My boyfriend and I got a mango fruit tea and ube ice tea, and...']",raleigh_boba,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MILKLAB - Southpoint,19848880262,4.5,"6910 Fayetteville Rd, Space 1860, Durham, NC 27713",6910 Fayetteville Rd,Durham,"Bubble Tea, Coffee & Tea, Ice Cream & Frozen Yogurt",6,35.90449568,-78.94182176,"['I rushed to the mall with only 12 minute before the mall closed because I was craving milk tea. I was able to order and they made the drinks and served them...', ""The place is really cute and it is a great stopping place if you're already shopping in Southpoint and are craving some boba. The drinks come out pretty..."", ""First time trying MILKLAB but I'm always down to try a new boba place. I got the rose milk latte because it was the only decaf tea latte they had available....""]",raleigh_boba,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Sweet Tea Cafe,19196190550,5,"4826 Mt Moriah Rd, Durham, NC 27705",4826 Mt Moriah Rd,Durham,"Bubble Tea, Coffee & Tea",2,35.96880995,-79.0060849,"[""As someone who was raised in eastern North Carolina, I feel like I have standards for certain southern things, pork and sweet tea especially. They don't..."", 'I happened to pass this place randomly and decided to stop in.  I loved the customer service!  I also enjoyed hearing how the tea was made.  I got the Tiger...']",raleigh_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Li Ming Bubble Tea,19194015212,3,"3400 Westgate Dr, Durham, NC 27707",3400 Westgate Dr,Durham,"Bubble Tea, Juice Bars & Smoothies",5,35.96645,-78.96119,"[""I'm Li Ming on a jet plane. Don't think that I'll be back again.\n\nReally sweet owner making yummy Vietnamese style Bubble Teas at cheap prices inside the Li..."", 'Drove to Durham to try boba- we tried peach,mango and strawberry. Purchased some dessert- we will be back!\nNote- this is located inside Li Ming Mart inside...', 'I love Li Ming and the fact that they have a bubble tea stand inside! The bubble tea is located in front of the sweets by the food court. There you can find...']",raleigh_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oriental Pho,19194490807,3,"5959 Triangle Town Blvd, Unit 1116, Raleigh, NC 27616",5959 Triangle Town Blvd,Raleigh,"Bubble Tea, Vietnamese, Asian Fusion",1,35.866616,-78.575751,"[""Staff is friendly but the pho broth didn't have any taste the Taro milk tea is delicious!!""]",raleigh_boba,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chun Yang Tea,13477329680,4.5,"133-41 41st Ave, Flushing, NY 11355",133-41 41st Ave,Flushing,"Bubble Tea, Taiwanese",222,40.758001,-73.82994768,"[""I always make sure to visit this boba shop whenever I'm in New York!! I highly recommend the honey osmanthus oolong tea latte.\n\nPretty overpriced - about $7..."", 'Found this place on Yelp as I was in the Flushings area. I ordered the Cold Peach Oolong and Cold Hojicha Latte and do recommend both. I like that the staff...', 'I like that the employee recommended the sugar and ice level when we ordered. And the strong tea flavors\n\nPomelo Oolong $7.50 (30% sugar, no ice) strong tea...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Xing Fu Tang,13473686886,4,"40-52 Main St, Flushing, NY 11345",40-52 Main St,Flushing,"Bubble Tea, Desserts, Taiwanese",506,40.75816,-73.82982,"['My bf and I were walking around the area after a super spicy lunch in search for some boba to cool off our tongues. This place had the best reviews of the...', ""One of the best bobas I've ever had! The milk tea flavor of the soft serve is just flavorful enough to taste great.\n\nThere's isn't any seating, but there is..."", 'Definitely a very solid place for bubble tea. The main attraction of Xing Fu Tang has definitely got to be their tapioca pearls--rich, caramelized, chewy,...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Alley,NA,4,"38-02 Prince St, Flushing, NY 11354",38-02 Prince St,Flushing,"Bubble Tea, Coffee & Tea",552,40.76012967,-73.83272645,"[""I love places where I can go in and out without talking to anyone :)\nThey also have some interesting flavors so they're a nice break from all the other..."", ""Food\nShockingly bad in Flushing Queens New York when it's so so good in Irvine California \n\nSkipped out on the Ube liquid, too much Ube chunks \n\nService..."", 'Ordered their taro milk tea with boba via a delivery app. Got my drink pretty fast. Quickly took a sip, the boba is chewy, and not overly cooked. However,...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Partea NYC - Flushing,17183589188,4.5,"135-29 Roosevelt Ave, Flushing, NY 11354",135-29 Roosevelt Ave,Flushing,"Arcades, Bubble Tea, Chicken Wings",216,40.75949,-73.83101,"['Such a fun place to get boba and popcorn chicken! Ordering is super easy as they have kiosks you can order from. I ordered the mango pomelo sago 50% sugar....', 'Inspired by the bustling night markets of Taiwan, Partea NYC brings to its customers a unique, one-of-a-kind experience, full of games, mouthwatering street...', ""Cute boba stop with claw machines!\n\nThe menu has so much variety but I was craving matcha and decided to do their whipped strawberry matcha latte. I don't...""]",nyc_boba,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zaza Tea,NA,4.5,"136-84 Roosevelt Ave, Queens, NY 11354",136-84 Roosevelt Ave,Queens,Bubble Tea,2,40.76017116,-73.82706754,"['Zaza is a new takeout boba tea shop opened on Roosevelt between Main and Union. I was under the impression that zaza meant what most of you probably thought...', 'Great service! Super friendly! Delicious watermelon slushie! Will definitely go back!']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Song Tea,17188868254,4,"38-21 Main St, Flushing, NY 11354",38-21 Main St,Flushing,Bubble Tea,88,40.760447,-73.830369,"[""a pretty small shop, no seats. Got a lychee and pitaya tea with less ice and reg sugar, it was definitely on the sweeter side, could've went with 50-75%..."", 'Very mediocre fruit tea in comparison to the many great bubble tea shops in the area. For almost $9 a drink, I expected more flavor. We ordered the lychee...', ""Given the competitive boba tea market in downtown Flushing, I'm impressed this tiny shop still open. \nI picked two drinks out of their top 9 drinks. Lychee...""]",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Sugar,13477324001,4,"136-20 Roosevelt Ave, Ste 12, New World Mall, Flushing, NY 11354",136-20 Roosevelt Ave,Flushing,"Bubble Tea, Desserts, Coffee & Tea",765,40.7593046,-73.8291343,"[""I had the #1, black sugar boba + pearl milk with cream mousse. This drink was amazing. Flavor was spot on and the boba was really good...wish I could've..."", ""Tiger Sugar, which is currently (as of April 2023) located in the New World Mall's food court at the basement level in one of the corners, popularized..."", 'This is my go to bubble tea whenever I am in Main Street. They have changed their location to the food court in the mall. \nAlthough it is a bit overpriced,...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Möge Tee - Flushing,17183211188,4,"38-03 Main Street, Flushing, NY 11354",38-03 Main Street,Flushing,"Bubble Tea, Tea Rooms",212,40.76078,-73.83055,"['It was a rainy day so the store was quiet. Since there were a couple of people on the line, I decided to order at the kiosk.\n\nIt was quick and I order my...', 'This boba tea place is good. Being from California....we have a lot of boba places also. I tried this place while visiting friends in Flushing. \n\nThis place...', ""I recently visited MOGE TEE, and I can't stop raving about it! This premium bubble tea shop offers an incredible experience, and their bestseller, the...""]",nyc_boba,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yi Fang Taiwan Fruit Tea,19293007485,3.5,"135-37 40th Rd, Flushing, NY 11354",135-37 40th Rd,Flushing,Bubble Tea,338,40.75894563,-73.83029797,"['Found this cute boba shop yesterday so decided to get a drink from them today!! It is their new location another area on the side at main street. \n\nTheir...', ""Great fruit tea!\nThey use fresh slices of real fruit in the tea.\nThe recommended sugar level is perfect if you don't want really sweet tea."", ""Got the brown sugar boba milk tea, note that you can order ahead through mobile app. But it's pretty quick to get the drink even order in store. So not much...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Teazzi Tea Shop,19292902888,4,"135-17 38th Ave, Flushing, NY 11354",135-17 38th Ave,Flushing,Bubble Tea,88,40.76058,-73.83213,"[""One of my favorite boba shops for when I visit New York! I'm a big fan of their deep roasted oolong milk tea :p\n\nIt's nice that you get to choose your tea..."", ""The Amber Oolong has okay tea flavor, but milk powder was overpowering. Not a fan! Rude staff, ugh! \n\nNot knowing that milk tea means that it's made with..."", 'I was a really big fan of the Honey Amber Oolong Milk Tea with Tapioca! Soooo good!! The tea was fragrant and had a pleasant sweetness from the honey (50%...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sweet Cake,19293290666,4.5,"137-06 Northern Blvd, Flushing, NY 11354",137-06 Northern Blvd,Flushing,"Desserts, Bubble Tea",75,40.7628511,-73.83063796,"['Sweet Cake has been on my radar since its opening, and now I regret not trying this spot earlier.\n\n＊ Sesame Earl Grey Chiffon Cake\nThe sesame flavor really...', 'For weeks, Sweet Cake tantalizingly danced through my Instagram feed, beckoning with vibrant images and raving comments. Thus, my expectations were...', 'This is a lovely dessert shop with cute Taiwanese style desserts. The staff were friendly and the service was good. \n\nWe ordered a sesame Boba cream puff...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Yunique Tea,19288138888,4,"42-01 162nd St, Flushing, NY 11358",42-01 162nd St,Flushing,Bubble Tea,37,40.760083,-73.803827,"[""Dirty Boba Milk Tea 10/10\n\nA definitely must try. Small store front with no seating. There's only one person working when I went but she was so kind.\n\nThere..."", ""This bubble tea place is great for many reasons.. the bubble tea and service. The space is very small and it's mostly for to go but I would highly recommend..."", ""Solid boba shop tucked away right off northern Blvd. store seems to be family owned and the service was good. The store isn't big so it's more of a spot to...""]",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CoCo Fresh Tea & Juice,17183218566,3.5,"39-22 Main St, Flushing, NY 11354",39-22 Main St,Flushing,"Coffee & Tea, Juice Bars & Smoothies, Bubble Tea",243,40.75958,-73.8305,"['There are so many bubble tea options in Flushing, but I always come back to Coco. My go-to is usually the two ladies (bubbles + pudding), but I also enjoy...', 'Ordered an iced mango green tea without ice and no toppings around 9pm after most other boba tea spots are closed for the night in Flushing. Got it with...', 'Desperation calls for CoCo and no other time. You can taste the powder flavor in drinks but when you have no other option, CoCo gets the job done. Quality...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coffee Story,19296552224,4.5,"152-22 Northern Blvd, Flushing, NY 11354",152-22 Northern Blvd,Flushing,"Coffee & Tea, Bubble Tea, Sandwiches",38,40.7647006,-73.8121653,"[""The sandwich is generously stuffed with fresh lettuce, tomatoes and fillings of your own choice. I've ordered Wasabi Crab Sandwich and Almond Cranberry..."", 'My boyfriend and I wanted to go to a cafe for lunch, and we decided to come here! The outside decor is so cute, and I can definitely see myself sitting in...', ""Helpful tip: there's two stores to the right is the cafe the left is a restaurant that I wish I tried too. \n\nI got this before my drive back up to boston...""]",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yomie's Rice x Yogurt,19175635676,4,"135-28 Roosevelt Ave, Unit B, Flushing, NY 11354",135-28 Roosevelt Ave,Flushing,"Juice Bars & Smoothies, Bubble Tea, Ice Cream & Frozen Yogurt",82,40.75907,-73.83095,"['Great yogurt rich and creamy. Quick and courteous service too!  A great yogurt smoothie place in Flushing, NY with healthy selection and wide variety of...', 'This location is newly renovated and there was some promotion going on so the store was quite crowded. I ordered a passionfruit yogurt for pickup and it was...', 'This is a rather unique drink shop and I believe judging by their website that they are based in Indonesia. This was the first location I tried but there...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Machi Machi,13477034976,3.5,"133-36 39th Ave, Flushing, NY 11354",133-36 39th Ave,Flushing,Bubble Tea,26,40.76006847,-73.83375553,"['Pros:\n- inside Tangram mall which was gave easy access to eat different foods \n- promotion for free drink is available \n- drink tasted really good. I...', '＊Strawberry Latte w/ Panna Cotta \nI love this Strawberry Milk so Machi! The sugar level was fixed but the strawberry milk was naturally sweet and without...', ""Novelty drink that was overpriced ($9 for this grapefruit green tea)--what's new? The flavor was great, and there's a layer of jelly at the bottom. But for...""]",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TSAôCAA,17183535937,3,"38-04 Prince St, Flushing, NY 11354",38-04 Prince St,Flushing,Bubble Tea,69,40.759908,-73.832656,"['Stayed in the area and needed something refreshing after walking those NY blocks. It was refreshing and delicious. Its cash only.', 'Pros:\n- my friend liked the drinks and thought it tasted good\n- speedy service \n- good ventilation \n\nCons:\n- both drinks tasted sour. We chose 100% sugar...', 'Come here for some amazing fried chicken, bubble waffles, and boba drinks! They have multiple locations around NYC and I recently stopped by the Flushing...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bing Ling Tea,17185003788,4.5,"61-18 190th St, Fresh Meadows, NY 11365",61-18 190th St,Fresh Meadows,Bubble Tea,43,40.74047379,-73.7845543,"[""Best boba place. people are nice and friendly as well as drinks are warm and fresh. it's become one of my go to store for boba ."", 'I was about to go into the new Duck Donuts, when I spotted this fairly new boba shop and I knew I had to go in. On the corner of the Fresh Meadows shopping...', ""Food/Drink: Their drinks were tasteful. They were not too sweet and didn't have any added sugar. When I originally walked in, I was unaware that they used...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gong Cha,17187622874,3.5,"40-06 Union St, Flushing, NY 11354",40-06 Union St,Flushing,Bubble Tea,87,40.76022385,-73.82647858,"[""Being one of the closest bubble tea spots near me it's my go-to. Reliable and decent. GongCha being a big chain has made its mark. Im sure there are other..."", 'One of my favorite Milk tea spots. Their boba is definitely the best. Never disappoints!', 'I ordered an Ai-yu black tea today.  I tried to finish my drink but there were a lot of Ai-yu at the bottom of the cup.  So I opened the cover to scoop up...']",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kung Fu Tea,17183958297,3.5,"136-20 38th Ave, Flushing, NY 11354",136-20 38th Ave,Flushing,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies",289,40.7606726,-73.829559,"[""I love this one! It's located in the basement in new world mall. The slushy's are always soo good. I also like the teas. The people that work here are..."", 'Been here many times over the yrs. Customer service can be better. Anyway, got a passionfruit green tea with mango popping boba last time. It was almost $5....', 'Drink tasted great, come here all the time!  Ordered a kft green milk tea will recommended!']",nyc_boba,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sweet Cats Cafe,19292183130,3.5,"35-21 Farrington St, Flushing, NY 11354",35-21 Farrington St,Flushing,"Arcades, Desserts, Bubble Tea",95,40.763856,-73.83124,"[""Cute and pleasantt! Came with friends and we were all satisfied with what we got. there's many areas to take photos Besides the claw machines, they also..."", 'Machines are completely rigged and not even to the acceptable amount like Round 1. $40 of play later ($2 per play) had to buy this out for $15. $55 for a...', ""I was really excited to come here but was greatly disappointed when I arrived. \n\nThis cafe itself is more on the outskirts of Flushing so you'll have to do...""]",nyc_boba,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Möge Tee,13473684129,5,"157-08 Northern Blvd, New York, NY 11354",157-08 Northern Blvd,New York,Bubble Tea,2,40.76352,-73.8078,"['New Moge Tee location. Very convenient.\nA few small tables and window seating inside. Two self ordering kiosks if you prefer not speaking to someone. Music...', ""New Moge location next to Mad for Chicken! So glad they opened a new spot - now we don't have to make the drive to the Bayside or Fresh Meadows location...""]",nyc_boba,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yaya Tea - Flushing,13475698252,4,"135-15 40th Rd, Flushing, NY 11354",135-15 40th Rd,Flushing,"Bubble Tea, Coffee & Tea, Japanese",12,40.75875,-73.83105,"[""Yummy! They're located in a small food hall, right at the entrance. Service was quick and easy. I really loved how their menu items had creative names like..."", ""Q\n\nQuick grab for boba. Fast boba at hand, k-pop music lol. Try everything here that's for sure."", 'I never had an onigiri before so it was my first time trying the Japanese street style snack on the go! I was craving it because what Onigiri consist of is...']",nyc_boba,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Happy Lemon,13473684023,4,"133-35 Roosevelt Ave, Ste 11, Flushing, NY 11354",133-35 Roosevelt Ave,Flushing,"Taiwanese, Bubble Tea, Juice Bars & Smoothies",147,40.75898,-73.83325,"['I love their Fresh Lemon Green Tea. It is my go to drink especially during the summer season when I crave a cool refreshing lemon taste. \n\nI tried finding...', ""Whenever my sister and I are in Flushing, either together or separately, we'll usually stop by the New York Food Court (#1) for some Happy Lemon. But,..."", 'Taiwanese boba tea chain that has been the innovator of trends such as the rock salt cheese foam since 2006 and the layering of temperature and texture with...']",nyc_boba,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
